state,state_code,State Name,cnamelong,county_code,%diff_stay_at_home,SIP?,Median Household Income,% Rural,Population_y,political_diff,% less than 18 years of age,% 65 and over,% Asian,% Black
1.0,AL,Alabama,Marengo County,1091,0.07260708874229507,1,37733.0,69.3,19066,0.034983558641,22.7,19.6,0.3,51.1
1.0,AL,Alabama,Marion County,1093,0.09161971367974636,1,37887.0,88.9,29763,-0.7621592317230002,20.8,21.2,0.3,3.8
1.0,AL,Alabama,Marshall County,1095,0.08914743615271872,1,46233.0,53.3,96109,-0.695095095095,24.9,17.0,0.7,2.4
1.0,AL,Alabama,Mobile County,1097,0.11097447205019964,1,43598.0,20.0,413757,-0.138676883717,23.4,16.2,2.1,35.7
1.0,AL,Alabama,Monroe County,1099,0.07621642521632062,1,39556.0,79.0,21067,-0.14344624447699994,21.6,20.3,0.5,41.0
1.0,AL,Alabama,Montgomery County,1101,0.10492124270525637,1,49640.0,10.5,225763,0.261610201752,23.4,15.1,3.2,58.5
1.0,AL,Alabama,Morgan County,1103,0.1072677236291393,1,52797.0,38.6,119089,-0.523614250565,22.8,17.5,0.7,12.7
1.0,AL,Alabama,Perry County,1105,0.059718023815710626,1,26814.0,100.0,9140,0.46051379638400003,21.2,19.4,0.6,67.5
1.0,AL,Alabama,Pickens County,1107,0.07510016031400321,1,37586.0,100.0,19938,-0.156098588582,19.7,19.0,0.3,39.8
1.0,AL,Alabama,Pike County,1109,0.06992160734963185,1,37259.0,51.7,33338,-0.2028406909790001,19.0,15.0,2.1,37.3
1.0,AL,Alabama,Randolph County,1111,0.08392155036787957,1,40546.0,81.3,22725,-0.5337611056259999,21.4,20.4,0.4,19.4
1.0,AL,Alabama,Russell County,1113,0.10458993231700013,1,39104.0,35.4,57781,0.019178511706000045,24.2,14.3,0.9,44.8
1.0,AL,Alabama,Shelby County,1117,0.18028142973856165,1,75663.0,22.9,215707,-0.503175147165,23.5,15.3,2.3,12.9
1.0,AL,Alabama,St. Clair County,1115,0.12100206757869135,1,57284.0,72.8,88690,-0.686111184332,22.7,16.6,0.9,9.3
1.0,AL,Alabama,Sumter County,1119,0.05370620814430824,1,27859.0,100.0,12691,0.49413237365100005,19.0,18.0,2.0,71.4
1.0,AL,Alabama,Talladega County,1121,0.09237333435900193,1,41630.0,55.8,79828,-0.25552411343299997,21.2,18.0,0.7,32.6
1.0,AL,Alabama,Tallapoosa County,1123,0.07783377901130277,1,42205.0,74.2,40497,-0.415910073498,20.7,21.6,0.6,26.8
1.0,AL,Alabama,Tuscaloosa County,1125,0.09741791698839188,1,52557.0,25.5,208911,-0.195268517159,20.9,13.3,1.6,31.8
1.0,AL,Alabama,Walker County,1127,0.0747072920899936,1,45434.0,74.1,63711,-0.67441780939,22.2,19.3,0.6,6.1
1.0,AL,Alabama,Washington County,1129,0.07969302813936521,1,44424.0,100.0,16378,-0.431582666039,22.0,19.1,0.9,23.3
1.0,AL,Alabama,Wilcox County,1131,0.07490796158646343,1,25385.0,100.0,10627,0.42526661197699994,23.8,19.4,0.2,70.7
1.0,AL,Alabama,Winston County,1133,0.07906380438458932,1,41156.0,84.9,23660,-0.8146270112145,20.4,21.6,0.4,0.8
2.0,AK,Alaska,Anchorage Municipality,2020,0.13507689880254653,1,82113.0,4.1,291538,-0.15171054552599994,24.5,11.1,10.1,5.4
2.0,AK,Alaska,Bethel Census Area,2050,-0.005778869709570977,1,44304.0,73.9,18216,-0.15171054552599994,35.9,7.7,1.0,0.9
2.0,AK,Alaska,Fairbanks North Star Borough,2090,0.11590017694032825,1,74268.0,30.9,98971,-0.15171054552599994,24.1,10.3,3.5,4.9
2.0,AK,Alaska,Juneau City and Borough,2110,0.12939383002585148,1,79173.0,21.5,32113,-0.15171054552599994,21.3,13.4,7.0,1.2
2.0,AK,Alaska,Kenai Peninsula Borough,2122,0.10031962842515546,1,65439.0,79.3,58533,-0.15171054552599994,22.6,17.4,1.8,0.7
2.0,AK,Alaska,Ketchikan Gateway Borough,2130,0.07994008941114232,1,68309.0,23.2,13918,-0.15171054552599994,22.3,15.5,8.4,0.9
2.0,AK,Alaska,Kodiak Island Borough,2150,0.06082444236757939,1,74109.0,31.3,13345,-0.15171054552599994,25.6,10.3,22.2,1.0
2.0,AK,Alaska,Matanuska-Susitna Borough,2170,0.1181881428709946,1,74649.0,50.3,107610,-0.15171054552599994,26.8,11.9,1.8,1.1
2.0,AK,Alaska,Nome Census Area,2180,0.04131028569107065,1,55318.0,66.1,10008,-0.15171054552599994,34.6,7.7,1.5,0.8
2.0,AK,Alaska,Petersburg Census Area,2195,0.014548869727447069,1,66075.0,,3221,-0.15171054552599994,20.8,19.1,3.3,2.1
2.0,AK,Alaska,Prince of Wales-Hyder Census Area,2198,0.09526646730790073,1,49356.0,,6422,-0.15171054552599994,22.9,17.1,1.0,0.5
2.0,AK,Alaska,Sitka City and Borough,2220,0.04906141287013244,1,71825.0,20.9,8647,-0.15171054552599994,21.4,15.7,8.1,0.9
2.0,AK,Alaska,Southeast Fairbanks Census Area,2240,0.0857952656254336,1,63527.0,100.0,6918,-0.15171054552599994,25.3,14.5,2.4,1.6
2.0,AK,Alaska,Yukon-Koyukuk Census Area,2290,0.021240347725091983,1,38912.0,100.0,5327,-0.15171054552599994,27.3,15.2,0.4,0.8
4.0,AZ,Arizona,Apache County,4001,0.06802294337013742,1,33652.0,74.1,71818,0.368776461761,27.2,15.3,0.4,0.5
4.0,AZ,Arizona,Cochise County,4003,0.0968274751835651,1,49164.0,36.3,126770,-0.22585579530499994,21.5,22.3,2.3,3.9
4.0,AZ,Arizona,Coconino County,4005,0.10702621519720257,1,60187.0,31.5,142854,0.19441785928900007,20.6,12.5,2.1,1.3
4.0,AZ,Arizona,Gila County,4007,0.08042566781148625,1,43585.0,41.1,53889,-0.32367510982299996,20.1,28.8,0.9,0.6
4.0,AZ,Arizona,Graham County,4009,0.05356736544176033,1,50157.0,46.4,38072,-0.39567802998600005,27.0,13.9,0.7,1.5
4.0,AZ,Arizona,Greenlee County,4011,0.046502305121479785,1,65818.0,46.6,9483,-0.24668516805399998,27.3,13.2,0.9,1.7
4.0,AZ,Arizona,La Paz County,4012,0.003841001711644532,1,37350.0,56.3,21098,-0.41837355505900004,16.8,39.3,1.0,0.9
4.0,AZ,Arizona,Maricopa County,4013,0.0691578807384498,1,65234.0,2.4,4410824,-0.034465286779000015,23.9,15.2,4.6,5.5
4.0,AZ,Arizona,Mohave County,4015,0.07386965014301644,1,45129.0,23.0,209550,-0.514510237366,17.1,30.3,1.2,1.1
4.0,AZ,Arizona,Navajo County,4017,0.07290730337705438,1,40650.0,54.1,110445,-0.07916066536799998,26.7,18.1,0.7,0.8
4.0,AZ,Arizona,Pima County,4019,0.1198481885886879,1,53395.0,7.5,1039073,0.13479801087700005,20.9,19.8,3.4,3.4
4.0,AZ,Arizona,Pinal County,4021,0.10580488215235516,1,58848.0,21.9,447138,-0.19316667555000006,22.5,20.4,1.9,4.5
4.0,AZ,Arizona,Santa Cruz County,4023,0.1271678842919815,1,40545.0,26.9,46511,0.471258207156,26.7,18.1,0.8,0.4
4.0,AZ,Arizona,Yavapai County,4025,0.10173718161219407,1,48758.0,33.2,231993,-0.31425953869400003,16.2,31.6,1.2,0.7
4.0,AZ,Arizona,Yuma County,4027,0.08476382301210611,1,44116.0,10.4,212128,-0.055202531955999945,25.2,18.8,1.6,1.9
6.0,CA,California,Alameda County,6001,0.20548036325209434,1,101744.0,0.4,1666753,0.644431216823,20.5,13.8,31.8,10.3
6.0,CA,California,Alpine County,6003,0.1878715099325112,1,55384.0,100.0,1101,0.18608695652199997,17.5,25.4,2.0,0.1
6.0,CA,California,Amador County,6005,0.13797804538632846,1,58515.0,60.4,39383,-0.252240195508,15.0,27.0,1.7,2.5
6.0,CA,California,Butte County,6007,0.12393805283206395,1,50945.0,18.9,231256,-0.04003551629500002,20.0,18.6,4.9,1.5
6.0,CA,California,Calaveras County,6009,0.0988285190869787,1,62984.0,75.4,45602,-0.23882869168099996,16.9,27.5,1.7,0.8
6.0,CA,California,Colusa County,6011,0.08758467196693781,1,57249.0,31.7,21627,-0.13527449196199992,27.3,14.6,1.7,1.0
6.0,CA,California,Contra Costa County,6013,0.19993837724687635,1,101463.0,0.8,1150215,0.43473839585299995,22.6,15.8,18.0,8.7
6.0,CA,California,Del Norte County,6015,0.08151124328238858,1,48518.0,33.7,27828,-0.17615639354700008,21.0,18.0,3.1,3.3
6.0,CA,California,El Dorado County,6017,0.18856752785539427,1,81869.0,34.7,190678,-0.138857757654,19.8,21.2,4.7,0.9
6.0,CA,California,Fresno County,6019,0.136179465672519,1,52318.0,10.8,994400,0.03880302400699992,28.3,12.3,11.0,4.6
6.0,CA,California,Glenn County,6021,0.096632445879649,1,47365.0,40.9,28047,-0.29032945943,26.6,15.9,3.1,0.8
6.0,CA,California,Humboldt County,6023,0.06873902407892607,1,49471.0,29.8,136373,0.25903793554499993,19.2,17.9,2.9,1.2
6.0,CA,California,Imperial County,6025,0.13708545361867885,1,46633.0,17.4,181827,0.41129553783100004,28.5,13.0,2.1,2.5
6.0,CA,California,Inyo County,6027,0.12711847673234286,1,53793.0,46.4,17987,-0.13669334667300004,20.5,23.4,1.6,1.0
6.0,CA,California,Kern County,6029,0.1477206822968175,1,51586.0,10.2,896764,-0.1501113790339999,28.9,11.0,5.4,5.2
6.0,CA,California,Kings County,6031,0.1260395869584357,1,58255.0,10.9,151366,-0.1408992248060001,27.1,10.3,4.5,6.1
6.0,CA,California,Lake County,6033,0.08546097969906846,1,45086.0,33.1,64382,0.037408968953,21.0,22.7,1.4,1.8
6.0,CA,California,Los Angeles County,6037,0.09677851598980053,1,67986.0,0.6,10105518,0.480184927106,21.7,13.6,15.4,8.0
6.0,CA,California,Madera County,6039,0.1118279735775064,1,53632.0,32.9,157672,-0.17330648221099992,27.5,14.0,2.5,3.3
6.0,CA,California,Marin County,6041,0.22438829565035293,1,122933.0,6.5,259666,0.6286917528490001,20.0,22.3,6.5,2.5
6.0,CA,California,Mariposa County,6043,0.06709093235012276,1,51402.0,100.0,17471,-0.23239833277,16.2,27.9,1.7,1.2
6.0,CA,California,Mendocino County,6045,0.10555684615465928,1,51386.0,45.2,87606,0.29156099693899995,21.4,22.1,2.2,0.8
6.0,CA,California,Merced County,6047,0.1318437082300835,1,56169.0,14.3,274765,0.07925122874699997,29.3,11.2,7.9,3.0
6.0,CA,California,Mono County,6051,0.15051330995891252,1,66499.0,45.8,14250,0.11951882033400002,18.3,15.8,2.2,0.7
6.0,CA,California,Monterey County,6053,0.16994074675918558,1,69665.0,9.8,435594,0.39673755637299996,26.1,13.6,6.8,2.6
6.0,CA,California,Napa County,6055,0.17010931555900485,1,85624.0,13.4,139417,0.35191741143300004,20.7,19.1,8.8,2.1
6.0,CA,California,Nevada County,6057,0.15666774499915553,1,66681.0,42.1,99696,0.045492813758999995,17.1,27.5,1.4,0.5
6.0,CA,California,Orange County,6059,0.11709041355634453,1,89373.0,0.1,3185968,0.07680044976899997,21.9,14.8,21.4,1.6
6.0,CA,California,Placer County,6061,0.16266610332663894,1,89175.0,13.8,393149,-0.11298594318800004,22.2,19.6,8.0,1.6
6.0,CA,California,Plumas County,6063,0.06338595293614119,1,55079.0,74.0,18804,-0.21007927519799996,16.9,28.4,1.2,1.0
6.0,CA,California,Riverside County,6065,0.17236403769169306,1,66793.0,4.6,2450758,0.04334476281899996,25.1,14.4,7.1,6.2
6.0,CA,California,Sacramento County,6067,0.12027929038034167,1,69475.0,2.1,1540975,0.236872387846,23.6,14.1,16.9,9.8
6.0,CA,California,San Benito County,6069,0.10167598755875704,1,80063.0,24.0,61537,0.20367630320900004,25.7,12.9,3.6,0.9
6.0,CA,California,San Bernardino County,6071,0.17642664386827214,1,63310.0,4.7,2171603,0.09779001741799997,26.4,11.6,7.8,8.1
6.0,CA,California,San Diego County,6073,0.12580546832441292,1,78777.0,3.3,3343364,0.17835795150700007,21.6,14.0,12.6,4.7
6.0,CA,California,San Francisco County,6075,0.21017771477299294,1,110601.0,0.0,883305,0.7608918819033,13.4,15.7,35.9,5.0
6.0,CA,California,San Joaquin County,6077,0.16321992974732244,1,63567.0,8.5,752660,0.12886520609399998,27.1,12.7,17.0,7.1
6.0,CA,California,San Luis Obispo County,6079,0.15389402967993376,1,70626.0,16.6,284010,0.08291390728500003,17.6,20.1,4.0,1.7
6.0,CA,California,San Mateo County,6081,0.22701033121107755,1,122930.0,1.9,769545,0.576868093454,20.6,16.1,30.1,2.3
6.0,CA,California,Santa Barbara County,6083,0.15362654216692032,1,75646.0,5.0,446527,0.2824191348400001,22.1,15.3,6.0,1.8
6.0,CA,California,Santa Clara County,6085,0.15100047213139964,1,125933.0,1.1,1937570,0.5249503905039999,21.9,13.5,38.3,2.4
6.0,CA,California,Santa Cruz County,6087,0.17262388522884609,1,84213.0,12.0,274255,0.5728796835490001,19.3,16.5,5.2,1.0
6.0,CA,California,Shasta County,6089,0.09225990826706154,1,53908.0,29.3,180040,-0.37373542464899995,21.4,20.9,3.1,1.1
6.0,CA,California,Siskiyou County,6093,0.0601422527843441,1,47560.0,65.8,43724,-0.20699737850300004,20.1,25.5,1.6,1.3
6.0,CA,California,Solano County,6095,0.1711719789087336,1,82808.0,3.7,446610,0.304766542574,22.1,15.8,16.2,13.7
6.0,CA,California,Sonoma County,6097,0.1372269242990048,1,81002.0,12.4,499942,0.4791295867359999,19.6,19.7,4.6,1.6
6.0,CA,California,Stanislaus County,6099,0.14026249851570674,1,59616.0,8.0,549815,0.006269973934000084,27.1,13.2,6.1,2.7
6.0,CA,California,Sutter County,6101,0.13688519016978698,1,57879.0,14.8,96807,-0.162640901771,25.9,15.4,17.0,2.2
6.0,CA,California,Tehama County,6103,0.07188469445030342,1,47572.0,51.5,63916,-0.36765027322399996,24.0,19.4,1.4,0.7
6.0,CA,California,Tulare County,6107,0.11925573743671443,1,48763.0,15.5,465861,-0.12042803819300008,30.7,11.4,4.0,1.2
6.0,CA,California,Tuolumne County,6109,0.10235540579003244,1,56500.0,49.0,54539,-0.20901499659199996,16.8,26.2,1.4,1.9
6.0,CA,California,Ventura County,6111,0.20831400874239164,1,84170.0,3.1,850967,0.16800322202399998,22.9,15.6,7.9,1.8
6.0,CA,California,Yolo County,6113,0.14810621009163558,1,67804.0,6.9,220408,0.4204017936519999,21.0,12.5,15.0,2.5
6.0,CA,California,Yuba County,6115,0.13144511901213102,1,47504.0,26.2,78041,-0.241190996296,27.6,12.8,7.5,3.5
8.0,CO,Colorado,Adams County,8001,0.16492849988385014,1,70199.0,3.6,511868,0.07231406138500002,26.5,10.5,4.4,3.2
8.0,CO,Colorado,Alamosa County,8003,0.08628265858474904,1,42897.0,36.9,16683,0.019863708859000018,24.0,13.6,1.6,1.3
8.0,CO,Colorado,Arapahoe County,8005,0.1807616199414355,1,76665.0,1.6,651215,0.13749653835499998,23.6,13.1,6.5,10.5
8.0,CO,Colorado,Archuleta County,8007,0.09163280236578666,1,53337.0,59.4,13765,-0.23936899862799993,18.1,26.0,1.2,0.6
8.0,CO,Colorado,Baca County,8009,0.05538905202911654,1,38294.0,100.0,3585,-0.6824869482679999,22.4,24.7,0.4,0.8
8.0,CO,Colorado,Boulder County,8013,0.1991899256177378,1,83591.0,8.9,326078,0.4863156703540001,19.0,14.3,5.0,1.0
8.0,CO,Colorado,Broomfield County,8014,0.25806132351843164,1,96924.0,0.6,69267,0.14080659846899996,23.1,13.8,6.7,1.3
8.0,CO,Colorado,Chaffee County,8015,0.1171553313778788,1,56168.0,37.4,20027,-0.046367851622999945,15.0,25.4,0.9,1.6
8.0,CO,Colorado,Clear Creek County,8019,0.16127326148146434,1,74019.0,100.0,9605,0.02874186551000002,15.1,20.3,1.0,1.0
8.0,CO,Colorado,Costilla County,8023,0.01729529310033645,1,31557.0,100.0,3828,0.29010989011000005,18.9,27.3,1.5,0.8
8.0,CO,Colorado,Crowley County,8025,0.037386129344799963,1,35880.0,100.0,5858,-0.48510919920600004,11.7,13.7,1.2,10.5
8.0,CO,Colorado,Custer County,8027,0.12150488025860112,1,55242.0,100.0,4954,-0.4118798955610001,13.8,32.2,0.5,1.3
8.0,CO,Colorado,Delta County,8029,0.07458720667174806,1,46786.0,63.2,30953,-0.4523137866880001,20.0,25.9,0.8,0.6
8.0,CO,Colorado,Denver County,8031,0.13477102061514926,1,68069.0,0.0,716492,0.563835878273,19.5,11.8,4.1,8.9
8.0,CO,Colorado,Douglas County,8035,0.2029964845744667,1,120670.0,10.3,342776,-0.181135809489,26.0,11.9,5.2,1.4
8.0,CO,Colorado,Eagle County,8037,0.14203296472632054,1,86896.0,20.0,54993,0.19897395073199997,21.8,11.6,1.3,1.0
8.0,CO,Colorado,El Paso County,8041,0.1269538443880554,1,67923.0,8.9,713856,-0.22567856150999993,24.1,12.8,3.1,6.1
8.0,CO,Colorado,Elbert County,8039,0.16644475172589035,1,98247.0,100.0,26282,-0.540506087068,21.8,16.4,1.1,1.3
8.0,CO,Colorado,Fremont County,8043,0.08993333641560823,1,47885.0,26.4,48021,-0.4474862888479999,16.3,21.7,1.0,3.8
8.0,CO,Colorado,Garfield County,8045,0.1135064973921474,1,74421.0,24.1,59770,-0.07087511394699997,25.2,13.1,0.9,0.6
8.0,CO,Colorado,Gilpin County,8047,0.15972719244878109,1,72949.0,100.0,6121,0.01958589815399997,15.6,16.9,1.6,1.0
8.0,CO,Colorado,Grand County,8049,0.13721182700577647,1,69214.0,82.6,15525,-0.134852578409,16.8,17.6,0.9,0.9
8.0,CO,Colorado,Gunnison County,8051,0.0758603620350849,1,61268.0,58.6,17246,0.19550489299899998,17.0,13.0,0.8,0.6
8.0,CO,Colorado,Hinsdale County,8053,0.18546987801243905,1,62149.0,100.0,811,-0.241086587437,15.5,30.3,0.7,0.6
8.0,CO,Colorado,Huerfano County,8055,0.0629484879203856,1,38242.0,56.1,6889,-0.06468716861099999,16.3,31.2,1.0,0.8
8.0,CO,Colorado,Jefferson County,8059,0.16015521013407952,1,85550.0,6.9,580233,0.06995144235299999,19.7,16.5,3.1,1.1
8.0,CO,Colorado,Kit Carson County,8063,0.06274190502098359,1,48342.0,48.7,7163,-0.6554110157759999,25.4,19.3,0.7,0.6
8.0,CO,Colorado,La Plata County,8067,0.11410493075588128,1,66219.0,59.9,56310,0.09208384870800007,19.0,17.2,0.8,0.5
8.0,CO,Colorado,Lake County,8065,0.09421660075272403,1,51802.0,31.1,7824,0.10582677165399995,20.0,14.3,0.7,0.7
8.0,CO,Colorado,Larimer County,8069,0.1539439386202624,1,71306.0,11.7,350518,0.04923232437799996,19.6,15.7,2.4,1.0
8.0,CO,Colorado,Las Animas County,8071,0.0724604848399294,1,41485.0,40.8,14503,-0.15568504407600003,18.8,24.3,1.2,1.7
8.0,CO,Colorado,Lincoln County,8073,0.05844170207820931,1,46690.0,100.0,5610,-0.61365528726,20.2,17.6,1.0,5.3
8.0,CO,Colorado,Logan County,8075,0.10849653582562173,1,53168.0,29.2,21528,-0.55957534529,18.6,17.8,1.0,3.5
8.0,CO,Colorado,Mesa County,8077,0.09382389622827232,1,51132.0,12.7,153207,-0.362879961536,21.6,19.1,1.0,0.7
8.0,CO,Colorado,Mineral County,8079,0.045584232655179364,1,60210.0,100.0,776,-0.16411042944799992,14.8,31.2,0.5,0.3
8.0,CO,Colorado,Moffat County,8081,0.06849292281769523,1,59500.0,27.4,13188,-0.678801843317,25.9,15.3,0.7,0.7
8.0,CO,Colorado,Montezuma County,8083,0.06844126859062033,1,50180.0,67.2,26158,-0.30308515661900004,22.0,22.1,0.7,0.4
8.0,CO,Colorado,Montrose County,8085,0.08481278619053262,1,52576.0,45.0,42214,-0.4207403891789999,21.6,23.3,0.9,0.5
8.0,CO,Colorado,Morgan County,8087,0.10674757906074488,1,55387.0,32.5,28558,-0.41857335127799994,26.0,15.5,0.8,3.3
8.0,CO,Colorado,Otero County,8089,0.05974389248578281,1,40064.0,34.4,18432,-0.2518856689169999,23.9,20.4,1.0,1.1
8.0,CO,Colorado,Ouray County,8091,0.06774609048355701,1,68900.0,100.0,4833,0.10739275935500003,15.4,27.2,0.8,0.1
8.0,CO,Colorado,Park County,8093,0.1026324097711841,1,72121.0,100.0,18556,-0.26373840897999995,15.1,20.4,1.1,0.8
8.0,CO,Colorado,Phillips County,8095,0.0718188422018688,1,52367.0,100.0,4286,-0.5810463121780001,24.6,22.5,0.5,0.7
8.0,CO,Colorado,Pitkin County,8097,0.13081153315186095,1,89034.0,44.2,17950,0.45412534899400003,15.1,19.4,1.9,0.9
8.0,CO,Colorado,Prowers County,8099,0.05583023227077838,1,42455.0,37.9,12164,-0.46906388107700014,25.8,17.6,0.5,0.7
8.0,CO,Colorado,Pueblo County,8101,0.0868539372177391,1,48308.0,14.2,167529,0.0033104870899999805,22.5,18.5,1.1,1.8
8.0,CO,Colorado,Rio Blanco County,8103,0.05389145110015808,1,63411.0,100.0,6336,-0.6836437718270001,23.8,15.5,0.7,1.2
8.0,CO,Colorado,Rio Grande County,8105,0.07023470189187359,1,44171.0,62.5,11250,-0.1958819241980001,22.7,20.2,0.6,0.6
8.0,CO,Colorado,Routt County,8107,0.15341735207616444,1,81033.0,45.2,25733,0.16976474005199998,18.1,15.4,0.9,0.9
8.0,CO,Colorado,Saguache County,8109,0.04899785089054304,1,36869.0,100.0,6843,0.08718138160400002,21.4,23.0,0.9,0.8
